         4210327 function calls (4155037 primitive calls) in 4.256 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       42    0.000    0.000    0.000    0.000 typing.py:1616(overload)
        4    0.000    0.000    0.000    0.000 builder.py:160(wrapped)
        1    0.000    0.000    0.000    0.000 patch_stdout.py:74(StdoutProxy)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 completion_cache.py:1(<module>)
        4    0.000    0.000    0.000    0.000 utils.py:43(safe_property)
        4    0.000    0.000    0.000    0.000 std.py:112(__enter__)
        1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
       22    0.000    0.000    0.000    0.000 inspect.py:237(istraceback)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        6    0.000    0.000    0.000    0.000 categorical.py:65(_cat_compare_op)
       42    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       13    0.000    0.000    0.000    0.000 lexer.py:42(__new__)
        1    0.000    0.000    0.000    0.000 managers.py:1532(SingleBlockManager)
       64    0.000    0.000    0.000    0.000 nanfunctions.py:1422(_nanvar_dispatcher)
        1    0.000    0.000    0.000    0.000 key_processor.py:415(KeyPressEvent)
        4    0.000    0.000    0.000    0.000 metadata.py:383(__init__)
        1    0.000    0.000    0.000    0.000 value.py:77(ValueRef)
        1    0.000    0.000    1.946    1.946 main.py:492(wrapper)
       11    0.000    0.000    0.000    0.000 caching.py:627(enable)
        1    0.000    0.000    0.000    0.000 metadata.py:153(Distribution)
        1    0.000    0.000    0.000    0.000 utils.py:46(Event)
        1    0.000    0.000    0.000    0.000 engines.py:39(AbstractEngine)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3935(__init__)
       10    0.000    0.000    0.000    0.000 string_.py:297(_create_arithmetic_method)
       54    0.000    0.000    0.000    0.000 functions.py:492(key)
        8    0.000    0.000    0.000    0.000 rcsetup.py:215(_validate_pathlike)
        2    0.000    0.000    0.000    0.000 utils.py:204(echo)
        3    0.000    0.000    0.000    0.000 random.py:117(__init__)
        1    0.000    0.000    0.004    0.004 process.py:2(<module>)
        1    0.000    0.000    0.003    0.003 codegen.py:654(add_ir_module)
       10    0.000    0.000    0.000    0.000 registry.py:46(do_register)
       18    0.000    0.000    0.000    0.000 enum.py:443(__members__)
       30    0.000    0.000    0.000    0.000 skipdoctest.py:12(skip_doctest)
        1    0.000    0.000    0.004    0.004 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 renderer.py:327(Renderer)
        2    0.000    0.000    0.004    0.002 core.py:6765(__call__)
        1    0.000    0.000    0.000    0.000 containers.py:197(_Split)
        1    0.000    0.000    0.012    0.012 codegen.py:673(finalize)
        1    0.000    0.000    0.000    0.000 formatters.py:287(BaseFormatter)
        5    0.000    0.000    0.000    0.000 types.py:547(__init__)
        4    0.000    0.000    0.000    0.000 utils.py:817(drop_dims_from_indexers)
        7    0.000    0.000    0.000    0.000 specifiers.py:319(_require_version_compare)
        1    0.000    0.000    0.002    0.002 grammar_parser.py:7(<module>)
       22    0.000    0.000    0.000    0.000 argparse.py:256(end_section)
        1    0.000    0.000    0.000    0.000 rolling.py:40(Rolling)
        6    0.000    0.000    0.000    0.000 rolling.py:162(_mapping_to_list)
       12    0.000    0.000    0.000    0.000 dataset.py:1723(xindexes)
       15    0.000    0.000    0.000    0.000 variables.py:109(safe_setitem)
        1    0.000    0.000    0.000    0.000 linesearch.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:2179(_backend_module_name)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 info.py:75(BaseInfo)
        2    0.000    0.000    0.000    0.000 shimmodule.py:55(__init__)
       25    0.000    0.000    0.000    0.000 codegen.py:566(_ensure_finalized)
       20    0.000    0.000    0.000    0.000 cycler.py:386(<dictcomp>)
       11    0.000    0.000    0.000    0.000 dispatcher.py:707(_callback_add_compiler_timer)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:567(_implement_bitwise_operators)
        1    0.000    0.000    0.000    0.000 extensions.py:2(<module>)
        1    0.000    0.000    0.000    0.000 {method 'dump' of '_pickle.Pickler' objects}
        8    0.000    0.000    0.000    0.000 config.py:799(is_one_of_factory)
       43    0.000    0.000    0.000    0.000 imputils.py:94(lower_cast)
        1    0.000    0.000    0.000    0.000 parser.py:253(OptionParser)
       32    0.000    0.000    0.000    0.000 models.py:447(__init__)
        1    0.000    0.000    0.000    0.000 _wilcoxon_data.py:1(<module>)
        2    0.000    0.000    0.000    0.000 file_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1694(TransformWrapper)
        1    0.000    0.000    0.000    0.000 util.py:171(register_after_fork)
        1    0.000    0.000    0.000    0.000 _statistics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1680(ArgumentParser)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.000    0.000 _entropy.py:2(<module>)
        1    0.000    0.000    0.000    0.000 base.py:161(DynamicStyle)
       10    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       14    0.000    0.000    0.000    0.000 __init__.py:1224(__init__)
       14    0.000    0.000    0.000    0.000 __init__.py:3235(<genexpr>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        5    0.000    0.000    0.000    0.000 cache.py:23(__init__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1993(Chebyshev)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4450(delimitedList)
        3    0.000    0.000    0.000    0.000 codegen.py:1181(_pass_manager_builder)
        6    0.000    0.000    0.000    0.000 _strptime.py:219(__seqToRE)
        1    0.000    0.000    0.000    0.000 castgraph.py:1(<module>)
        1    0.000    0.000    0.021    0.021 __init__.py:554(_build_master)
       12    0.000    0.000    0.000    0.000 computation.py:289(<listcomp>)
        5    0.000    0.000    0.000    0.000 core.py:4932(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 abstract.py:80(Type)
        1    0.000    0.000    0.000    0.000 deduplicate.py:1(<module>)
     11/9    0.000    0.000    0.000    0.000 types.py:127(__eq__)
       10    0.000    0.000    0.000    0.000 rolling.py:106(_reduce_method)
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:16(<module>)
       29    0.000    0.000    0.000    0.000 computation.py:1134(<genexpr>)
        1    0.000    0.000    0.000    0.000 data_structures.py:1(<module>)
        8    0.000    0.000    0.000    0.000 passmanagers.py:218(initialize)
        1    0.000    0.000    0.000    0.000 history.py:27(History)
        1    0.000    0.000    0.016    0.016 widgets.py:3257(LassoSelector)
        9    0.000    0.000    0.000    0.000 weakref.py:415(__getitem__)
        1    0.000    0.000    0.000    0.000 gui.py:1(<module>)
        1    0.000    0.000    0.000    0.000 word_completer.py:12(WordCompleter)
       13    0.000    0.000    0.000    0.000 core.py:3637(_get_data)
       11    0.000    0.000    0.000    0.000 codegen.py:804(enable_object_caching)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 std.py:579(<setcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:1926(IndexCol)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
       11    0.000    0.000    0.000    0.000 _pytesttester.py:78(__init__)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:29(_define_nrt_meminfo_data)
       12    0.000    0.000    0.000    0.000 pathlib.py:974(__truediv__)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
       22    0.000    0.000    0.000    0.000 dispatcher.py:695(_callback_add_timer)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
       28    0.000    0.000    0.000    0.000 scalars.py:25(parse_integer_signed)
       24    0.000    0.000    0.000    0.000 function.py:36(__init__)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1093(TextBox)
        1    0.000    0.000    0.001    0.001 lru_cache.py:9(LRUCache)
        1    0.000    0.000    0.000    0.000 mathdecl.py:115(Math_gcd)
        1    0.000    0.000    0.000    0.000 html.py:113(HtmlFormatter)
        1    0.000    0.000    0.000    0.000 _qap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cProfile.py:3(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:214(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pty_spawn.py:29(spawn)
       52    0.000    0.000    0.000    0.000 types.py:359(__getitem__)
        3    0.000    0.000    0.000    0.000 values.py:36(<listcomp>)
        5    0.000    0.000    0.000    0.000 core.py:1378(__radd__)
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
        1    0.000    0.000    0.001    0.001 display.py:26(DisplayMagics)
       34    0.000    0.000    0.000    0.000 dataarray.py:582(name)
       31    0.000    0.000    0.000    0.000 core.py:4330(recurse)
        1    0.000    0.000    0.000    0.000 _mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vi_state.py:1(<module>)
        2    0.000    0.000    0.000    0.000 dataset.py:1335(_level_coords)
        1    0.000    0.000    0.000    0.000 blocks.py:2140(DatetimeTZBlock)
        4    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       12    0.000    0.000    0.000    0.000 base.py:1213(_get_names)
        4    0.000    0.000    0.000    0.000 utils.py:47(reraise_uncaught)
        1    0.000    0.000    0.000    0.000 core.py:3067(__array_wrap__)
        1    0.000    0.000    0.000    0.000 screen.py:147(Screen)
        1    0.000    0.000    0.000    0.000 settings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isoparser.py:2(<module>)
        6    0.000    0.000    0.000    0.000 functools.py:816(dispatch)
        1    0.000    0.000    0.000    0.000 __init__.py:22(<listcomp>)
        1    0.000    0.000    0.000    0.000 static_getitem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        5    0.000    0.000    0.000    0.000 profiles.py:16(__init__)
        1    0.000    0.000    0.000    0.000 clipboard.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2712(FigureManagerBase)
       57    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        7    0.000    0.000    0.000    0.000 merge.py:662(<listcomp>)
        3    0.000    0.000    0.000    0.000 pathlib.py:1138(home)
       14    0.000    0.000    0.000    0.000 decorator.py:290(<genexpr>)
        1    0.000    0.000    0.000    0.000 netcdf3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:1368(PandasMultiIndexingAdapter)
        1    0.000    0.000    0.000    0.000 _mathtext.py:72(Fonts)
        1    0.000    0.000    0.000    0.000 types.py:746(Path)
       24    0.000    0.000    0.000    0.000 values.py:646(<genexpr>)
       15    0.000    0.000    0.000    0.000 base.py:357(register_extension_dtype)
       22    0.000    0.000    0.000    0.000 codata.py:1572(value)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 displayhook.py:2(<module>)
       15    0.000    0.000    0.000    0.000 main.py:390(get_command_name)
        1    0.000    0.000    1.950    1.950 main.py:861(run)
       22    0.000    0.000    0.000    0.000 event.py:246(__init__)
        4    0.000    0.000    0.000    0.000 containers.py:233(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
       11    0.000    0.000    0.000    0.000 dispatcher.py:181(__exit__)
        1    0.000    0.000    0.000    0.000 patches.py:3853(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 dataarray.py:3066(_binary_op)
        1    0.000    0.000    0.000    0.000 cpu.py:34(CPUContext)
        1    0.000    0.000    0.000    0.000 codegen.py:1303(_customize_tm_options)
        1    0.000    0.000    0.000    0.000 cgutils.py:362(alloca_once)
        1    0.000    0.000    0.000    0.000 _rvs_sampling.py:2(<module>)
       14    0.000    0.000    0.000    0.000 dataclasses.py:300(__init__)
       27    0.000    0.000    0.000    0.000 computation.py:1164(<genexpr>)
       31    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        3    0.000    0.000    0.000    0.000 locks.py:192(combine_locks)
       13    0.000    0.000    0.000    0.000 npydecl.py:398(<genexpr>)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        1    0.000    0.000    0.000    0.000 file_name.py:1(<module>)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:12(LRUDict)
        1    0.000    0.000    0.000    0.000 inputhook.py:82(InputHookSelector)
        1    0.000    0.000    0.000    0.000 argparse.py:1316(_ActionsContainer)
        3    0.000    0.000    0.000    0.000 datetime.py:1602(__new__)
        5    0.000    0.000    0.000    0.000 common.py:806(is_unsigned_integer_dtype)
        1    0.000    0.000    0.000    0.000 vt100_parser.py:67(Vt100Parser)
        9    0.000    0.000    0.000    0.000 instructions.py:188(__init__)
        1    0.000    0.000    0.000    0.000 traitlets.py:1058(HasTraits)
